18 Feb 2020 2:15PM,RT @PDChina: Director of Wuchang Hospital in #Wuhan respected neurosurgeon Liu Zhiming died at age 50 on Feb. 18 due to the #COVID19. He…,Calli_e12
18 Feb 2020 2:15PM,RT @Adnan_Zaheer: @MaddyWithKhan For those asking why our students are still in #Wuhan Here is the answer:CM Sindh says “We don’t have e…,The_Fixer0
18 Feb 2020 2:15PM,RT @spectatorindex: BREAKING: Israel will prevent foreigners from Singapore Thailand Hong Kong and Macau from entering amid coronavirus f…,ZNazmi
18 Feb 2020 2:15PM,RT @business: Coronavirus latest:-Hong Kong wants at least HK$25 billion virus funding ‘as soon as possible’ leader Carrie Lam says-Chin…,EdiasMazunga
18 Feb 2020 2:15PM,RT @globaltimesnews: Vegetables up trash down! During the #COVID19 epidemic residents of a Wuhan community use this unique approach to fe…,pikkiez
18 Feb 2020 2:15PM,RT @TseMonate_ZA: You can do it online. And if you go to the branch not all directors need to be present. Just sign a resolution choosing…,MeepoM
18 Feb 2020 2:15PM,RT @AdamJKucharski: "This analysis provides evidence that SARS-CoV-2 is not a laboratory construct nor a purposefully manipulated virus." B…,dpifree
18 Feb 2020 2:15PM,RT @nCOV19: SARS-CoV-2 is the seventh member of the Coronaviridae known to infect humans. Three of these viruses SARS CoV-1 MERS and SAR…,cryptokakuji
18 Feb 2020 2:15PM,RT @howroute: Chinese media reported one patient was diagnosed with #coronavirus 42 days after returning home from Wuhan.Dr. William Schaf…,Stckysheets
18 Feb 2020 2:15PM,RT @MDVinINDIA: The Govt.of #Maldives appreciates kind assistance of the Govt.of #India by evacuating 7 Maldivians from #Wuhan.They are tra…,Mausoom_Maus
18 Feb 2020 2:15PM,RT @BNODesk: BREAKING: Liu Zhiming the head of Wuchang Hospital in Wuhan has died of coronavirus - CCTV,Interstate_85
18 Feb 2020 2:15PM,RT @DrOlufunmilayo: The UK dedicated a plane to bring back all British nationals trapped in China. France did same. Australia too. USA and…,MistaDamex
18 Feb 2020 2:15PM,RT @127_tea: 📈 #NeoZoneChartShow is currently trending #9 Worldwide with over 120k tweets now! 🥳#2 Thailand#4 Indonesia#19 Malaysia#19…,looktan1000cal
18 Feb 2020 2:15PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,Ohiodongaldo
18 Feb 2020 2:15PM,RT @CGTNOfficial: A golden retriever was left home alone in the city of Guangzhou south China's Guangdong Province without food or water…,aimechat66666_c
18 Feb 2020 2:15PM,RT @StormIsUponUs: Everything is pointing to a serious biological attack perpetrated by the Deep State elite world order who are gasping th…,KeepingitGOP
18 Feb 2020 2:15PM,RT @Weutews: OWO Singapowe Aiwwines to weduce fwights acwoss netwowk due to viwus impact xD,chuaenlai
18 Feb 2020 2:15PM,RT @its_hammadrabiu: Clearly you know that Nigeria cant handle the virus if it comes. The Nigerians in Wuhan will not pass 200 and you want…,muhammadsumayer
18 Feb 2020 2:15PM,RT @timetokaikai: A doctor from Wuhan China certified supplies donated by Kaibar  :"Yesterday I saw a few boxes of supplies donated by fa…,XiuChanHunDae
18 Feb 2020 2:15PM,RT @rushan614: The 3rd major document leak in 6 months; hard evidence proving #China’s #genocide against Uyghurs. What more is needed befor…,afran120
18 Feb 2020 2:15PM,RT @globaltimesnews: R.I.P. Liu Zhiming director of Wuchang Hospital in coronavirus epicenter #Wuhan passed away Tuesday due to #COVID19…,AllyGeighter
18 Feb 2020 2:15PM,RT @StormIsUponUs: Everything is pointing to a serious biological attack perpetrated by the Deep State elite world order who are gasping th…,tama07877974
18 Feb 2020 2:15PM,RT @StormIsUponUs: Everything is pointing to a serious biological attack perpetrated by the Deep State elite world order who are gasping th…,JohnCothran13
18 Feb 2020 2:15PM,RT @robinnjogu: A virus called Wuhan-400 causes outbreak … in a Dean Koontz thriller from 1981. How is it that some books appear to prophes…,arodihemoryckII
18 Feb 2020 2:15PM,RT @BNODesk: BREAKING: Liu Zhiming the head of Wuchang Hospital in Wuhan has died of coronavirus - CCTV,Stckysheets
18 Feb 2020 2:15PM,RT @DrOlufunmilayo: The UK dedicated a plane to bring back all British nationals trapped in China. France did same. Australia too. USA and…,Ahmadbaba_
18 Feb 2020 2:15PM,RT @mzansipatriot: Coronavirus update: Director of hospital in Wuhan China dies - ,NMugai
18 Feb 2020 2:15PM,RT @Reuters: Singapore builders seek force majeure advice as coronavirus causes labor crunch ,thack86
18 Feb 2020 2:15PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,Edgy1_
18 Feb 2020 2:15PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,Lbirdsville
18 Feb 2020 2:15PM,RT @BNODesk: BREAKING: Liu Zhiming the head of Wuchang Hospital in Wuhan has died of coronavirus - CCTV,CorbettDebra
18 Feb 2020 2:15PM,RT @DrOlufunmilayo: The UK dedicated a plane to bring back all British nationals trapped in China. France did same. Australia too. USA and…,Nene_tte96
18 Feb 2020 2:15PM,RT @sportsdeskph: 'ONE: King of the Jungle' scheduled for February 28 at the Singapore Indoor Stadium is a closed for broadcast only event.…,gamingmanlia
18 Feb 2020 2:15PM,RT @robot_frog: @DevlinBee I licked a dumpster at a pharmacy yesterday and said I’d give mouth toMouth to the people of ‘ Wuhan while doin…,DevlinBee
18 Feb 2020 2:15PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,MaryLuc777
18 Feb 2020 2:16PM,RT @zaldytor: Many leading Chinese scientists are starting to speak out say COVID-19 #COVID19 #coronavirus originated & spawn at a gov't bi…,marlonsumaguib
18 Feb 2020 2:16PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,JahBlauw
18 Feb 2020 2:16PM,RT @BTOBANANASG: Pre Order for Yook Sungjae's Special Album [Singapore & Malaysia only] #BTOB #비투비 #YOOK_SUNGJAE #Sungjae #육성재 #YOOK_O_cl…,chubbisub
18 Feb 2020 2:16PM,RT @Crypto_BitC: Last tweet about this for a while but wtf... #Wuhan ,josephtsukka
18 Feb 2020 2:16PM,RT @JenniferHYChan: #Wuhan People’s Hospital. Packed and full of patients in critical conditions.#coronavirus #WuhanCoronavirus #COVID19…,Hunterwolfwang
18 Feb 2020 2:16PM,RT @WuYiFan_KrisBar: 200218 A Meigeni who is a nurse working in Wuhan posted:“When the virus is over my biggest dream is to attend @KrisW…,himeyaho
18 Feb 2020 2:16PM,RT @globaltimesnews: For the people of #Wuhan and communities affected by #COVID19 @nyushanghai students and alumni released a video of a…,3Genevieve
18 Feb 2020 2:16PM,RT @Frontalfire: This is not Wuhan China this is Karachi Pakistan. 50 new cases from Gas leak reported just now. DISASTER. …,81Sahil
18 Feb 2020 2:16PM,RT @Jali_Cat: ‼️🗣CHEMICAL WARFARE EXPERIMENT🗣‼️Leading Chinese scientists speak out & say COVID-19 (coronavirus) originated at a governme…,DanielWilly5419
18 Feb 2020 2:16PM,RT @sanamwazir: I will accept your version if all you vegetarians go to Wuhan city and come back safe. ,arvindaction
18 Feb 2020 2:16PM,RT @business: After rising more than fivefold since the depths of SARS Hong Kong home prices have become immune to bad news @nishagopalan…,DoKscho
18 Feb 2020 2:16PM,RT @MoviesSingapore: #Darbar has grossed over 1.2 Million in Singapore 🇸🇬 !In Singapore it is the 1st Blockbuster Tamil Movie of 2020 as…,HareeDevendiran
18 Feb 2020 2:16PM,RT @MoviesSingapore: #Darbar has grossed over 1.2 Million in Singapore 🇸🇬 !In Singapore it is the 1st Blockbuster Tamil Movie of 2020 as…,Yuga463
18 Feb 2020 2:16PM,RT @BTOBANANASG: Pre Order for Yook Sungjae's Special Album [Singapore & Malaysia only] #BTOB #비투비 #YOOK_SUNGJAE #Sungjae #육성재 #YOOK_O_cl…,_jellymelody
18 Feb 2020 2:16PM,RT @MichaelCoudrey: @nytimes Leading Chinese scientists are now stating coronavirus likely originated in a Government lab going against th…,webetterbelieve
18 Feb 2020 2:16PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,Millimilky_b
18 Feb 2020 2:16PM,RT @millionare786: @ArslanShahbaz74 Dr. Zaffar Mirza is laying continually speaking that they cane to wuhan with the supply if food ....,AbdulRe90694071
18 Feb 2020 2:16PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,KungFuElk
18 Feb 2020 2:16PM,RT @SolomonYue: Why does @WHO team only visit Beijing Guangdong and Sichuan – NOT Hubei?,Alenchen95
18 Feb 2020 2:16PM,RT @firdauzesm: he's going to singapore twice but can't go to malaysia..what the hell,alishamaalik
18 Feb 2020 2:16PM,RT @Jali_Cat: ‼️🗣CHEMICAL WARFARE EXPERIMENT🗣‼️Leading Chinese scientists speak out & say COVID-19 (coronavirus) originated at a governme…,WJC19690807
18 Feb 2020 2:16PM,RT @Reuters: Singapore builders seek force majeure advice as coronavirus causes labor crunch ,StraitsBridge
18 Feb 2020 2:16PM,RT @127_tea: 📈 #NeoZoneChartShow is currently trending #9 Worldwide with over 120k tweets now! 🥳#2 Thailand#4 Indonesia#19 Malaysia#19…,AeoAeo_1993
18 Feb 2020 2:16PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,Richie_Ruff
18 Feb 2020 2:16PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,LuzFlor18772410
18 Feb 2020 2:16PM,RT @SamParkerSenate: 36. *Welp*Here it is friends Twitter has started blocking me from sharing my own thread. It's up to you to get the…,TheOrac04297849
18 Feb 2020 2:16PM,RT @iam_lordvintage: Me dead ass when I visit (Dubai/London/Singaporeetc.)  for the first time. Idgaf😂,RomarioFlourish
18 Feb 2020 2:16PM,RT @its_hammadrabiu: Clearly you know that Nigeria cant handle the virus if it comes. The Nigerians in Wuhan will not pass 200 and you want…,Ahmadbaba_
18 Feb 2020 2:16PM,RT @JenniferHYChan: #Wuhan People’s Hospital. Packed and full of patients in critical conditions.#coronavirus #WuhanCoronavirus #COVID19…,RobRoy_CN
18 Feb 2020 2:16PM,RT @MrDarcyNo1: Head of Wuhan hospital dies of coronavirus Chinese media reportBUT Hubei health official said the hospital director 'is…,onlyafewcows
18 Feb 2020 2:16PM,RT @Jkylebass: CCP shaming with chinese characteristics. Surely this will help stop the spread of the Wuhan coronavirus. It’s amazing how t…,TangWen2
18 Feb 2020 2:16PM,RT @BNODesk: Liu Zhiming's death has now been confirmed. He died at 10:30 a.m. this morning according to CCTV,GDT0429
18 Feb 2020 2:16PM,RT @Rover829: Reuters: SINGAPORE AIRLINES SAYS WILL TEMPORARILY REDUCE SERVICES ACROSS NETWORK DUE TO WEAK DEMAND AS A RESULT OF VIRUS OUTB…,irinamow
18 Feb 2020 2:16PM,RT @globaltimesnews: For the people of #Wuhan and communities affected by #COVID19 @nyushanghai students and alumni released a video of a…,Joyce82602019
18 Feb 2020 2:16PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,flatearthaddict
18 Feb 2020 2:16PM,RT @konti_sg: A lot has happened since #COVID19 hit us on 23 Jan. How has #Singapore dealt with the crisis so far? We did up a live #timeli…,jackfruitchips_
18 Feb 2020 2:16PM,RT @DanyalGilani: A Chinese farmer uses 1000 chickens to send out message of support amid #Wuhan #CoronarvirusOutbreak. He scattered feed s…,mairee4252
18 Feb 2020 2:16PM,RT @newvisionwire: SAD NEWS: Wuhan hospital director dies of coronavirus. DETAILS.... /…,Zyposhaphilo
18 Feb 2020 2:16PM,RT @Breaking911: BREAKING: Hospital director dies in China's central city of Wuhan the epicentre of coronavirus outbreak - Reuters,CaGramps63
18 Feb 2020 2:16PM,RT @Breaking911: BREAKING: Hospital director dies in China's central city of Wuhan the epicentre of coronavirus outbreak - Reuters,WJC19690807
18 Feb 2020 2:16PM,RT @WuYiFan_KrisBar: 200218 A Meigeni who is a nurse working in Wuhan posted:“When the virus is over my biggest dream is to attend @KrisW…,Lunaria92
18 Feb 2020 2:16PM,RT @ian_mckelvey: Didn’t Zero Hedge get permanently suspended for saying something like this?,matt4etc
18 Feb 2020 2:16PM,RT @WillyWonkaXRP: Dead bodies all over #Wuhan #coronaviruschina 🇨🇳  ,Sulin5_
18 Feb 2020 2:16PM,RT @Nectar_Gan: Just revealed: Xi already held a Politburo Standing Committee meeting on how to contain the #CoronavirusOutbreak on January…,potatoisdevil
18 Feb 2020 2:16PM,RT @MailOnline: Suspected coronavirus patient commits suicide at home in Wuhan after 'local officials covered up the resident's condition'…,DarthTee
18 Feb 2020 2:16PM,RT @bitcoinconnect: We Made the Coronavirus Epidemic SEE DETAILS AT ==> …,TheAwkwardGOP
18 Feb 2020 2:16PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,jorejenorrna220
18 Feb 2020 2:16PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,matt4etc
18 Feb 2020 2:16PM,RT @Reuters: Singapore builders seek force majeure advice as coronavirus causes labor crunch ,BenjaminDelanty
18 Feb 2020 2:16PM,RT @RanaAyyub: Anti-Modi comedian takes act to Singapore. This is so cool from @kunalkamra88 ,Jenin65149160
18 Feb 2020 2:16PM,RT @Robin352494828: #WuhanCoronavirus #WuhanLockDown Dying bodies in the Wuhan hospital everywhere. ,sher44dd
18 Feb 2020 2:16PM,RT @bnbnpete: @SolomonYue @WHO Come on its Wuhan HO. The rubbish WHO is serving President Pooh not the world. #HumanRights #BoycottChina,beewong8866
18 Feb 2020 2:16PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,irungu_
18 Feb 2020 2:16PM,RT @BNODesk: BREAKING: Liu Zhiming the head of Wuchang Hospital in Wuhan has died of coronavirus - CCTV,HkVery
18 Feb 2020 2:16PM,RT @pucci_luciano: @QTRResearch Have you heard of the book 'The eyes of Darkness"?,pucci_luciano
18 Feb 2020 2:16PM,RT @Jkylebass: CCP shaming with chinese characteristics. Surely this will help stop the spread of the Wuhan coronavirus. It’s amazing how t…,sleuthstock
18 Feb 2020 2:16PM,RT @TaiwanNews886: Taiwanese company joins forces with US to create Wuhan coronavirus vaccine …,NMugai
18 Feb 2020 2:16PM,RT @DrEricDing: Very sad to hear if true: “the director of Wuchang Hospital in Wuhan Liu Zhiming died Tuesday morning after "all-out resc…,rnnvlr
18 Feb 2020 2:16PM,RT @ParamakudiL: BREAKING :  #Darbar @ Singapore BO :Beat #Petta  #Bigil and #Viswasam ! 👉 1.2 M Box Office Collection 👏,thozha_
18 Feb 2020 2:16PM,RT @rapplerdotcom: Liu Zhiming the director of Wuchang Hospital in Wuhan dies after 'all-out rescue efforts failed' state broadcaster CC…,SatoshiDad
18 Feb 2020 2:16PM,RT @StormIsUponUs: Everything is pointing to a serious biological attack perpetrated by the Deep State elite world order who are gasping th…,BenMonk888
18 Feb 2020 2:16PM,RT @ErnestMEdsel1: Ignore this sad death when even the top people die in #China bravely fighting #CoronaVirus #COVID19. Our Glorious #SP500…,jamesross
18 Feb 2020 2:16PM,RT @BethCameron_DC: Kudos to those at IGSC who prioritized swift safety & security protocols for DNA orders of SARS-CoV-2. Research and bio…,LauraSHHolgate
18 Feb 2020 2:16PM,RT @DarrenPlymouth: It's a strange world we live in.#coronavirus #COVID19 #Wuhan ,Pseudo_Secular_
18 Feb 2020 2:16PM,RT @DrEricDing: We have now passed 2x the number of deaths as SARS (and in much less time than SARS’s 9 months to hit 800). #SARSCoV2 https…,DarthTee
18 Feb 2020 2:16PM,RT @MoviesSingapore: #Darbar has grossed over 1.2 Million in Singapore 🇸🇬 !In Singapore it is the 1st Blockbuster Tamil Movie of 2020 as…,RajiniFansTeam1
18 Feb 2020 2:16PM,RT @hopeseekr: @AmericaRising17 @davegreenidge57 About 80% of the young people i've seen dying are in hospital waiting areas slumped over…,AmericaRising17
18 Feb 2020 2:16PM,RT @StormIsUponUs: Everything is pointing to a serious biological attack perpetrated by the Deep State elite world order who are gasping th…,patriot1115
18 Feb 2020 2:16PM,RT @reisbaron: Please honor this woman's sacrifice by sharing this. Respect to her for voicing her frustrations in the face of certain repe…,HennaHye
18 Feb 2020 2:16PM,RT @StormIsUponUs: Everything is pointing to a serious biological attack perpetrated by the Deep State elite world order who are gasping th…,safetysaunge
18 Feb 2020 2:16PM,RT @WuYiFan_KrisBar: 200218 A Meigeni who is a nurse working in Wuhan posted:“When the virus is over my biggest dream is to attend @KrisW…,sophiayano520
18 Feb 2020 2:16PM,RT @EpochTimesChina: Footage: awful conditions inside of #Huoshenshan hospital.There is a major leak inside of the hospital that was buil…,superdaveintx
18 Feb 2020 2:16PM,RT @rapplerdotcom: Liu Zhiming the director of Wuchang Hospital in Wuhan dies after 'all-out rescue efforts failed' state broadcaster CC…,ADNInfoDrive
18 Feb 2020 2:16PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,ohhshiny
18 Feb 2020 2:16PM,RT @StanryT: All Singapore community celebrate the new $XSGD.$XSGD stable coin is now listed in #Cryptocom App. Thanks to #Xfers and #ZIL…,manilaboy102
18 Feb 2020 2:16PM,RT @MarigaThoithi: Sarah Serem Kenya's Ambassador to China has avoided questions around evacuating the Kenyan students in Wuhan and instea…,FireRenaissance
18 Feb 2020 2:16PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,Silverwolfheart
18 Feb 2020 2:16PM,RT @StormIsUponUs: They cannot contain the truth that #CoronarvirusOutbreak originated in a lab so their excuse is that a bat peed on a sc…,CredoinDeum7
18 Feb 2020 2:16PM,RT @narendramodi_in: PM @narendramodi lauds Wuhan evacuation team: 'In time of crisis entire nation stands firmly united'…,pawanne61341023
18 Feb 2020 2:16PM,RT @rapplerdotcom: Liu Zhiming the director of Wuchang Hospital in Wuhan dies after 'all-out rescue efforts failed' state broadcaster CC…,ianiversee
18 Feb 2020 2:17PM,RT @WuYiFan_KrisBar: 200218 A Meigeni who is a nurse working in Wuhan posted:“When the virus is over my biggest dream is to attend @KrisW…,KWANXJDJH
18 Feb 2020 2:17PM,RT @cchukudebelu: Nigerians resident in Nigeria are abandoned by their country.Unfortunately this is more of the rule than the exceptio…,chinechem
18 Feb 2020 2:17PM,RT @StormIsUponUs: Everything is pointing to a serious biological attack perpetrated by the Deep State elite world order who are gasping th…,UScitizen72
18 Feb 2020 2:17PM,RT @CMDASS4: Media reported - one patient was diagnosed with #coronavirus 42 days after returning home from WuhanSuch a long incubation pe…,donkamion78
18 Feb 2020 2:17PM,RT @rthk_enews: Liu Zhiming's death was initially reported by the local media and bloggers – but the stories were later deleted and replace…,uwu_uwu_mo
18 Feb 2020 2:17PM,RT @_baileysacot: i'm callin you out @/wuhan!!! 🤨😤 ,ImVincentuos
18 Feb 2020 2:17PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,Trevorasm
18 Feb 2020 2:17PM,RT @PDChina: Director of Wuchang Hospital in #Wuhan respected neurosurgeon Liu Zhiming died at age 50 on Feb. 18 due to the #COVID19. He…,calexander230
18 Feb 2020 2:17PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,AllenElectric
18 Feb 2020 2:17PM,RT @guardianopinion: As Wuhan’s desperate and sick beg for help China shuts them down | Anonymous ,afra_alexia
18 Feb 2020 2:17PM,RT @GlennLuk: I sat down and aggregated some of my thoughts on #COVID19 here: ,DavidCaune
18 Feb 2020 2:17PM,RT @news_ntd: “38% were from hospitals 61% died at home” a #Wuhan funeral staffer revealed amid #coronavirus outbreak.People who died a…,sophiechloeband
18 Feb 2020 2:17PM,RT @sassysickchick_: @StormIsUponUs I’ve been sharing this Jan 23rd article everywhere this topic comes up:,grannyE15
18 Feb 2020 2:17PM,RT @MichaelCoudrey: Looks like the media owes @SenTomCotton a MAJOR apology.,_sassynm96
18 Feb 2020 2:17PM,RT @bull_pamela: THIS IS SO SAD! Please listen to this Chinese Woman as she risks her life speaking out against the Chinese Gov and what’s…,Colleen62567745
18 Feb 2020 2:17PM,RT @StormIsUponUs: Everything is pointing to a serious biological attack perpetrated by the Deep State elite world order who are gasping th…,Rainncloudy
18 Feb 2020 2:17PM,RT @christo67664548: The 10days fully constructed hospital in Wuhanchina is collapsing badly.#coronavirus ,LadyFee7
18 Feb 2020 2:17PM,RT @SolomonYue: Why does @WHO team only visit Beijing Guangdong and Sichuan – NOT Hubei?,nf721831101
18 Feb 2020 2:17PM,RT @MoviesSingapore: #Darbar has grossed over 1.2 Million in Singapore 🇸🇬 !In Singapore it is the 1st Blockbuster Tamil Movie of 2020 as…,Boss_0007
18 Feb 2020 2:17PM,RT @BNODesk: Liu Zhiming's death has now been confirmed. He died at 10:30 a.m. this morning according to CCTV,Kmiele1
18 Feb 2020 2:17PM,RT @MoviesSingapore: #Darbar has grossed over 1.2 Million in Singapore 🇸🇬 !In Singapore it is the 1st Blockbuster Tamil Movie of 2020 as…,rajiniclub
18 Feb 2020 2:17PM,RT @Whatsinaname666: lol. Very good DIY face mask to protect you against the #coronavirus. #coronavirusaustralia #COVID_19,xhvmzhoodxx
18 Feb 2020 2:17PM,RT @houseofari: y’all this shit is scary ... even if it isn’t happening at our doorstep.,nileimani
18 Feb 2020 2:17PM,RT @rapplerdotcom: Liu Zhiming the director of Wuchang Hospital in Wuhan dies after 'all-out rescue efforts failed' state broadcaster CC…,EndOfMorcelus
18 Feb 2020 2:17PM,RT @globaltimesnews: Vegetables up trash down! During the #COVID19 epidemic residents of a Wuhan community use this unique approach to fe…,manchuriandarko
18 Feb 2020 2:17PM,RT @globaltimesnews: R.I.P. Liu Zhiming director of Wuchang Hospital in coronavirus epicenter #Wuhan passed away Tuesday due to #COVID19…,ReturnoftheShaq
18 Feb 2020 2:17PM,RT @narendramodi_in: PM @narendramodi lauds Wuhan evacuation team: 'In time of crisis entire nation stands firmly united'…,AkramShahBJP
18 Feb 2020 2:17PM,RT @cchukudebelu: Nigerians resident in Nigeria are abandoned by their country.Unfortunately this is more of the rule than the exceptio…,edwardlaji
18 Feb 2020 2:17PM,RT @MichaelCoudrey: BREAKING: Many leading Chinese scientists are starting to speak out and say COVID-19 (coronavirus) originated at a gove…,SheeraDee
18 Feb 2020 2:17PM,RT @Acyn: Tom Cotton reiterates his suggestion that the Coronavirus originated at a super-lab in Wuhan ,kiu619
18 Feb 2020 2:17PM,RT @StormIsUponUs: They cannot contain the truth that #CoronarvirusOutbreak originated in a lab so their excuse is that a bat peed on a sc…,twyny2
18 Feb 2020 2:17PM,RT @StormIsUponUs: They cannot contain the truth that #CoronarvirusOutbreak originated in a lab so their excuse is that a bat peed on a sc…,Shebba79284383
